,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,HQ,HNQ,MQ,MNQ,text_size,word_count,url,sentiment_analysis
61,0,948,29,153,0,teamtrump flotus realdonaldtrump case 938m dead 231000 trump fam doesnt lose ur job get evicted4closed starve get sick amp life amp 1 theyd grab 1 hell get rid aca social secmedicare,0,0,1,0,0,0,1,270,51,https://t.co/C8wWyXxEQn,-0.9305
62,0,1468,40790,3896,1,south carolina presidential poll 2020 harrisonjaime drewmccaskill techtuesday karenrebels electionday elections2020 visit,1,0,0,0,1,0,1,193,19,https://t.co/chEqPAyDll,0.0
63,0,1142,5781,43325,0,democrat pollster apparently genuinely shock bloodbath miami rightward shift change florida politics,1,1,0,0,0,0,0,182,28,https://t.co/e5DTsCQlxj,-0.3818
64,0,11,27613,19888,1,world invest building business potential cannabis stuck somewhere past,84,3,0,0,0,0,0,157,25,https://t.co/ZwffaprPyk,-0.25
65,0,99,4,60,0,gop stop use word extreme regard democrates people display thay characteristic already denounceracism plus nut left part party blacklivesmatter,0,0,0,0,1,0,1,245,39,https://t.co/QM5NEFQiPW,0.128
66,0,4995,3130,15578,0,pastorspartan dont pray evil trump secretly mock christian supporter former aide say private president spoken cynicism contempt believer,5,0,0,0,0,0,0,210,33,https://t.co/HwDFk3K3bv,-0.6854
67,0,3101,2157,59534,0,people know evidence fraud allege realdonaldtrump gop outcome defeat budrn president united state,3,1,0,0,0,0,1,216,38,https://t.co/UG8ioPh6nE,-0.6124
68,0,146,3,70,0,mjones530 dstarsjackbauer nytimes salary average least deal step clinton bombed new area iraqiran obama bombed 7 country win drone strike trump great either get accept wasnt bad,0,0,0,0,0,0,1,275,48,https://t.co/Ui9LrgQGSS,0.9161
69,0,7759,8445,25658,0,message thing look thedemocrats tomperez spend budget ten million partywide annually perkinscoiellp whose client include fossil fuel giant transcanada 15m bpimedia help launch antim4a p4ahcf,3,0,0,0,0,0,0,280,41,https://t.co/BUtzxZ0bgS,0.4019
70,0,0,2,0,0,kamala harris make history first woman woman color vice president supreme court must recheck personal value experience get intimate married,0,0,0,0,0,0,0,227,40,https://t.co/jdtkrjoz5R,0.7184
71,0,140,230,86200,0,gop trumpublicans cast doubt national election color election ballot well think many senate race could contest use flaw idea republicanshatethemselves,0,0,0,0,0,0,1,252,36,https://t.co/NSzWeggTrV,-0.1027
72,0,4874,2602,143492,0,republican seek create shadow triumph order delegitimize presidency mind million conservative voter may trump destructive legacy,0,0,0,0,0,0,0,227,37,https://t.co/b1uIBPTPl4,0.0516
73,0,256,77,2606,0,kinda get respect grift donor give 5000 money go recount account mr trump set,1,1,0,0,0,0,0,171,33,https://t.co/6ZKNhB9zQo,0.4256
74,0,1258,1093,16566,0,apparently applies trump kid regress due covid19 restriction pottytrained kid go back diaper expert say cbs news,0,0,0,0,0,0,0,183,29,https://t.co/D3gsfHml9p,-0.2732
75,1,690,1792,84177,0,trump decent counterpuncher poor conspirator seldom cynical enough low foe would go,2,0,0,0,0,0,0,171,31,https://t.co/5P1uqNytaL,-0.4592
76,0,1272,1159,1802,0,love lede biden white house first lady keep job teach second gentleman plan quit law firm support vice president career,128,21,0,0,0,0,0,207,37,https://t.co/C7L3bCnwem,0.7845
77,0,986,3881,16497,0,political science news vdeminstitute amp annaluehrmann data show gop slide toward authoritarianism report _cingraham washingtonpost,16,7,0,0,0,0,1,197,25,https://t.co/bKYX4COZ7p,0.0
78,0,594,693,148597,0,mgscott9 lindseyboylan thedemocrats dont think nancy could bargain get bill pas weird huge spending bill like help people withhold spending bloat military get thing people pas,0,0,0,0,0,0,0,312,53,https://t.co/MnCgSQbWXu,0.765
79,0,291,54898,726,1,countless family close lose everything senategop must put politics aside join passing meaningful relief bill,22,14,0,0,0,0,1,166,25,https://t.co/EmDxfBhEb3,0.5994
80,1,1026,513,17562,0,boom trump tweet report dominion delete 27 million trump vote nationwide data analysis find 221000 pennsylvania vote switch president trump biden via gatewaypundit,0,0,0,0,0,1,0,209,30,https://t.co/cRIyQ2EXyM,0.0
81,0,4062,3044,1988,0,finally found voter fraud realdonaldtrump scream bloody murder aboutdamn shame usual gop,3,2,1,0,0,0,1,181,31,https://t.co/vuROqSIYNI,-0.9531
82,0,87,164,18995,0,realdonaldtrump senategop housegop housedemocrats senatedems trump supporter stupid see sham right front eye nothing parlor trick stupidly fall like bunch idiot,0,0,1,0,0,0,1,276,46,https://t.co/ZBCsT8PDoo,-0.121
83,0,1540,911,6145,0,false claim voter fraud target military family station away home try disenfranchise military vote,0,0,0,0,0,0,0,154,23,https://t.co/ErXinFDHAP,-0.5859
84,0,28,11,2269,0,ivanka trump jared kushners child withdrawn school administrator raise concern snowflake bring daddy say would go month day election idiot,0,0,1,0,0,0,0,282,49,https://t.co/OiyeTGoAyU,-0.5106
85,0,0,2,21,0,soon trump leaf office great risk prosecution new york time fake news pay work evil left agenda need get rid trump cost general flynn know everything,0,0,0,0,0,0,0,249,48,https://t.co/tpI0CcsdPh,-0.8442
86,0,24,1043,3288,0,youve stayingathome realdonaldtrump lie lie deflect horrific failure lead 200000 dead 145510,0,1,0,0,0,0,1,173,31,https://t.co/Clspxi5X1A,-0.9186
87,1,549,196,3134,0,sidney powell smartmatic voting machine chairman board neffenger joe bidens transition team via gatewaypundit,2,0,0,0,0,1,0,162,24,https://t.co/0csdGHX9yx,0.0
88,0,65,106,2270,0,realdonaldtrump lawyer admit compliant 600k vote werent properly observe b drop theyll needlessly fight tiny amount ballot go biden,0,0,0,0,0,0,1,247,43,https://t.co/THDYs0Tqqz,0.0036
89,0,767,1534,17932,0,republican party dead trump kill dance grave trump absolute bad loser new york time,5,3,1,0,0,0,0,157,27,https://t.co/ksZsS8s8vR,-0.9501
90,0,2034,889,39648,0,2 gop governor push trump start transition process biden business insider country politics legality,0,0,0,0,0,0,0,147,22,https://t.co/LiLvSnXcYf,0.0
91,0,925,878,47,0,theopinionista democrat flip georgia flip mcconnell back render powerless defeat majority fear lose senate lose georgia runoff drive gop embrace trump givemitchtheblues,0,0,0,0,0,0,0,296,47,https://t.co/IZ7TdPiztL,-0.91
92,0,582,42,39711,0,trump told white house official could announce 2024 candidacy soon bow 2020 adviser skeptical serious say could simply ruse raise money maintain relevance,1,0,0,0,0,0,0,252,45,https://t.co/aF7Bz1PNKK,-0.3818
93,0,4569,2877,25595,0,biden call stimulus ahead dark winter country new york time via googlenews,1,0,0,0,0,0,0,126,21,https://t.co/igLI2bwWRO,0.0
94,0,8275,9401,84770,0,watch gop let realdonaldtrump get exit office fcking insane gopleader presssec senatemajldr trump ask option attack iran last week held source via yahoo,5,4,0,0,0,0,1,246,39,https://t.co/JhPCFTxDzp,-0.7003
95,0,299,10,2317,0,new group push posttrump gop reject lazy devotion tax cut gop gopleader senatemajldr dnc speakerpelosi senschumer joebiden cnn msnbc facethenation markmeadows stevenmnuchin1,0,0,0,0,0,0,1,231,31,https://t.co/xmPOac8AEp,-0.5106
96,0,862,412,23765,0,funder sadly 350 000 dead accord nytimes 22m 220m infect cdcgov report 350 000 american kill potus realdonaldtrump vp mike_pence gop senategop georgia hold america future hand voteforossoffandwarnock,0,0,0,0,1,0,1,288,43,https://t.co/jEzvR3vfKs,-0.8625
97,0,465,55,819,0,chloeeliz3 dennisnyc_edu galbara hkrassenstein realdonaldtrump mean likely compelling perspective please feel free share,0,0,0,0,0,0,1,189,28,https://t.co/I57551BbJe,0.8271
98,0,553,123,10817,0,iamororo clyons317 strong pick mr richmond maintains extensive political network know deliver candid advice senior adviser mr biden go give straight advice say marc morial president national urban league,1,0,0,0,0,0,0,301,49,https://t.co/U9m4xySVQ8,0.6369
99,0,3741,1426,302275,0,aoc progressive really dont know economics policy work seriously shes go say shit stupid go back bar tend jesus christ,0,0,1,0,0,0,1,192,34,https://t.co/gZVBtWJ1xe,-0.8271
100,0,298,180,40,0,ny time tom friedman believe november 3rd election great expression american democratic vitality since abraham lincoln defeat gen george b mcclellan 1864 midst civil column well worth reading,0,0,0,0,0,0,0,276,44,https://t.co/ZnV9XJlBmd,0.7506
101,0,215,263,18777,0,sardarirfanpti rabs_aa csspr_uol joebiden sure make graph new york time official data reporting make sense manual voting could add dumbs reverified someone tweet create conspiracy,0,0,0,0,0,0,1,284,45,https://t.co/bfk2AtZlau,-0.3612
102,0,4984,184,99,0,mad didnt go trump way ticked briankempga complicit enforce law reject mailinballots past election day,0,0,0,0,0,0,1,209,42,https://t.co/baVQBtLnPc,-0.8271
103,0,5000,3643,83662,0,jennaellisesq sell soul sell country eh know make traitor youre go federal prison trump legal adviser jenna elli 2016 call idiot say supporter didnt fact logic,0,0,1,0,0,0,1,279,50,https://t.co/aEPoAqS7pX,-0.6124
104,0,41,7,365,0,trump reportedly give overturn battleground defeat try delay final vote count desperate bid throw bidens victory doubt via yahoo potus senatedems rudygiuliani country onto,0,0,0,0,0,0,1,256,42,https://t.co/CbzJGUgkkk,-0.8957
105,0,624,104,15760,0,gop senategop housegop senatemajldr gopleader realdonaldtrump mike_pence vp sad irony red wave lose anyone gopcomplicittraitors trumpliesamericansdie,0,0,0,0,0,0,1,232,28,https://t.co/bae9gfcP6e,-0.7184
106,0,337,599,34280,0,michigan republican chance either dutiful patriot assist tiny twist perversion electoral process,0,0,0,0,0,0,0,169,27,https://t.co/JIOoPLCtKe,-0.0772
107,0,139,6,2621,0,georgepapa19 country electronic voting machine subject suspicion since 2004 government contract miamibased company smartmatic,0,0,0,0,0,0,0,196,29,https://t.co/gohujPu7qV,-0.3818
108,1,621,504,1602,0,anomaly bound result believable former attorney joe digenova bidens attempt steal 2020 presidential election,0,0,0,0,0,0,0,190,32,https://t.co/vml3a61s5u,-0.4939
109,0,2382,1658,62252,0,gop mike_pence youve blown vp month pandemic still cant provide sufficient test country need shameful bad deadly gopchairwoman senatemajldr realdonaldtrump testingtestingtesting covidtesting trumpvirus,0,0,0,0,1,0,1,295,42,https://t.co/2w82JM1sfc,-0.7717
110,0,31094,72012,17650,0,wednesday january 20 2021 biden amp harris oath office lead nation middle bad public health crisis gt100 yr step new president consider 1st month office,3,0,0,0,0,0,0,306,53,https://t.co/yngVLmqamH,-0.8225
111,0,699,341,24271,0,realdonaldtrump data dump like vote milwaukee county formerly register day election wait vote confirm legal dont pile conspiracy crap,1,0,0,0,0,0,1,261,44,https://t.co/cSb9GZsP6K,0.6553
112,1,1634,1736,42315,0,law firm kirkland elli withdraws represent pennsylvania secretary state associate threaten trump attorney via gatewaypundit,0,0,0,0,0,1,0,184,25,https://t.co/pjY6Kl6Ink,-0.3818
113,0,9866,10966,82456,0,joebiden thedemocrats kamalaharris speakerpelosi senschumer sunrisemvmt cedricrichmond davidsirota jacobinmag varshprakash open eye amp try see whats go outside dc bubble nancy pull head 12000 freezer food line late payment fall income covid case surge dallas texas sign distress icecreamnancy breadline,4,4,0,0,1,0,1,417,60,https://t.co/Lbn49fk7My,-0.5267
114,1,2255,4413,40393,0,wakeup newjersey thedemocrats govmurphy destroy republic bring socialism globalism elite control privilege people via gatewaypundit,0,0,0,0,0,1,0,225,32,https://t.co/T0j2SrRHq5,-0.25
115,0,4991,2079,10931,0,sad day tell truth hurt cnn georgia protrump election chief consider pariah inside gop via googlenews,1,0,0,0,0,0,0,175,32,https://t.co/HF9n4x3CQE,-0.6369
116,0,298,878,3824,0,cnn trump campaign request georgia recount thats unlikely change loss state trump campaign request georgia recount thats unlikely change loss state,0,0,0,0,0,0,0,210,35,https://t.co/B3qd6kl4Jv,-0.5574
117,0,1145,1079,16547,0,prosecute trump imperative use objective doj objective court gop since nixon reagan realdonaldtrump get away treason criminal activity impunity trump bad enough enough,1,2,0,0,0,0,1,275,43,https://t.co/F7UBS3WkIH,-0.91
118,0,3248,3580,3417,0,opinion chill election day revelation trump voter covid denial parallel universe magats choose cull herd base false belief misinformation amp trump stupidity via nbcnewsthink,0,0,0,0,0,0,0,249,35,https://t.co/lkHRa1rct2,-0.6369
119,0,164,6,1010,0,lizrnc realdonaldtrump reading way golf course race file lawsuit challenge election result force lawyer mistake uncomfortable court appearance,0,0,0,0,0,0,1,252,41,https://t.co/PSbA0MMSVm,-0.6808
120,0,1650,2689239,264,1,dems downplay unbalanced wayne precinct bipartisan outrage august four member state board canvasser friday blast problem counting ballot detroit primary election alarm concern,3177,976,0,0,0,0,0,278,41,https://t.co/pABoess4xv,-0.8126
121,0,430,927,452830,0,squawkcnbc stevenmnuchin1 think act betrayal harm american would go unnoticed give shit trump loser strike back,0,0,1,0,0,0,0,205,34,https://t.co/7Rx1kjyl0i,-0.9413
122,0,941,2271,41028,0,vaccinate nation biden manage america big health project smooth function supply chain vital ensure trust mass immunisation programme via financialtimes,0,0,0,0,0,0,0,231,37,https://t.co/ndcNJZQqVD,0.7964
123,1,26506,27506,173583,0,lin wood request information related water leak state farm center election night use stop vote counting know,9,8,0,0,0,0,0,171,28,https://t.co/QBIt4AX7ps,-0.5574
124,0,131,97,3421,0,unfortunately people easily dupped people need cause like devote catholic pay hundred mth trump another type cause evil,0,0,0,0,0,0,0,183,30,https://t.co/xWHANmPyTj,-0.2263
125,0,652,362,25079,0,every day trump repeatedly email supporter dangerous message democracy doesnt work davidcorndc mother jones,0,0,0,0,0,0,0,152,21,https://t.co/W33XLfeFsk,-0.25
126,0,716,465,6017,0,saw speech last night thought fuck think say america lead concentrate dirty racist corrupt country try lead rest,0,0,1,0,0,0,0,222,39,https://t.co/3dFEXBcO4R,-0.886
127,0,2710,2666,105112,0,trump expect join giuliani pennsylvania gop lawmaker voter fraud event trump gong bad president time 56 day january 20th 1200pm grown ups child go away,11,3,0,0,0,0,0,279,52,https://t.co/KC7r6ZAPXI,-0.7269
128,0,9938,10067,2434,0,tenor washington approach beijing unlikely change time soon say biden may rely different method china leader might enjoy change,0,1,0,0,0,0,0,213,37,https://t.co/q4HVGlBLzh,0.4939
129,0,0,0,0,0,long story short mfr try pull hitler fail uniquely defective human lack shame trump stresstested election system crack show via yahoonews,0,0,0,0,0,0,0,218,35,https://t.co/7DNc49whnc,-0.8957
130,1,1742,875,6249,0,realdonaldtrump caution overall rate questionable base extreme rightwing bias use poor source promotion propaganda conspiracy theory well numerous fail fact check,0,0,0,0,0,0,1,248,37,https://t.co/AVFeO6ikGp,-0.91
131,0,4779,2261,76567,0,trump inner circle tell giuliani rest legal team make look like idiot report say via yahoonews realdonaldtrump rudygiuliani housegop senategop senatemajldr lindseygrahamsc ap,1,0,1,0,0,0,1,255,37,https://t.co/MYVOpRpXnh,-0.0772
132,0,254,372,93,0,via nytimes trump delusional world crumbles around study intense desperate psychopathology completely lose harveyjkaye lenbanco paulmsparrow1,1,0,0,0,0,0,1,220,31,https://t.co/Z8lfVUhUgL,-0.6115
133,0,300,511,13351,0,hate see really mean million could go many people actually need,0,0,0,0,0,0,0,133,24,https://t.co/C3k8tFxnV7,-0.5719
134,1,189,212,10616,0,john hopkins study mysteriously disappears reveal spite covid death 2020 prior year election isnt fraud shamdemic bust bidencheated thecovidlieexposed,0,0,0,0,0,0,0,247,37,https://t.co/tez7PKDGHc,-0.7669
135,0,1279,558,75945,0,trump gop prove dont good governance civil servant peaceful transition democracy,0,0,0,0,0,0,1,165,27,https://t.co/yQNkAjoMQI,0.2008
